,City,Olympics Year,Sport,Discipline,Event,Athlete,Gender,Country,Event_gender,Medal,combo,host country,GDP Year,GDP (constant 2010 US$)
0,Athens,2004,Aquatics,Diving,3m springboard,"DESPATIE, Alexandre",Men,Canada,M,Silver,Canada2004,Greece,2004.0,1480000000000.0
1,Athens,2004,Aquatics,Diving,3m springboard,"SAUTIN, Dmitry",Men,Russia,M,Bronze,Russia2004,Greece,2004.0,1200000000000.0
2,Athens,2004,Aquatics,Diving,3m springboard,"PAKHALINA, Ioulia",Women,Russia,W,Bronze,Russia2004,Greece,2004.0,1200000000000.0
3,Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"NEWBERY, Robert",Men,Australia,M,Bronze,Australia2004,Greece,2004.0,964000000000.0
4,Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"BIMIS, Thomas",Men,Greece,M,Gold,Greece2004,Greece,2004.0,303000000000.0
5,Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"ILYINA, Vera",Women,Russia,W,Silver,Russia2004,Greece,2004.0,1200000000000.0
6,Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"LI, Ting",Women,China,W,Gold,China2004,Greece,2004.0,3200000000000.0
7,Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"LASHKO, Irina",Women,Australia,W,Bronze,Australia2004,Greece,2004.0,964000000000.0
8,Athens,2004,Aquatics,Diving,10m platform,"LAO, Lishi",Women,China,W,Silver,China2004,Greece,2004.0,3200000000000.0
9,Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"GUO, Jingjing",Women,China,W,Gold,China2004,Greece,2004.0,3200000000000.0
10,Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"HARTLEY, Blythe",Women,Canada,W,Bronze,Canada2004,Greece,2004.0,1480000000000.0
11,Athens,2004,Aquatics,Diving,10m platform,"HELM, Mathew",Men,Australia,M,Silver,Australia2004,Greece,2004.0,964000000000.0
12,Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"HELM, Mathew",Men,Australia,M,Bronze,Australia2004,Greece,2004.0,964000000000.0
13,Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"HEYMANS, Emilie",Women,Canada,W,Bronze,Canada2004,Greece,2004.0,1480000000000.0
14,Athens,2004,Aquatics,Diving,3m springboard,"PENG, Bo",Men,China,M,Gold,China2004,Greece,2004.0,3200000000000.0
15,Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"TAYLOR, Leon",Men,United Kingdom,M,Silver,United Kingdom2004,Greece,2004.0,2330000000000.0
16,Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"TIAN, Liang",Men,China,M,Gold,China2004,Greece,2004.0,3200000000000.0
17,Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"KOLTUNOVA, Yulia",Women,Russia,W,Silver,Russia2004,Greece,2004.0,1200000000000.0
18,Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"GONCHAROVA, Natalia",Women,Russia,W,Silver,Russia2004,Greece,2004.0,1200000000000.0
19,Athens,2004,Aquatics,Diving,10m platform,"NEWBERY, Chantelle",Women,Australia,W,Gold,Australia2004,Greece,2004.0,964000000000.0
20,Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"NEWBERY, Robert",Men,Australia,M,Bronze,Australia2004,Greece,2004.0,964000000000.0
21,Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"SCHELLENBERG, Tobias",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
22,Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"YANG, Jinghui",Men,China,M,Gold,China2004,Greece,2004.0,3200000000000.0
23,Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"BARNETT, Steven",Men,Australia,M,Bronze,Australia2004,Greece,2004.0,964000000000.0
24,Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"PAKHALINA, Ioulia",Women,Russia,W,Silver,Russia2004,Greece,2004.0,1200000000000.0
25,Athens,2004,Aquatics,Diving,3m springboard,"GUO, Jingjing",Women,China,W,Gold,China2004,Greece,2004.0,3200000000000.0
26,Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"NEWBERY, Chantelle",Women,Australia,W,Bronze,Australia2004,Greece,2004.0,964000000000.0
27,Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"WATERFIELD, Peter",Men,United Kingdom,M,Silver,United Kingdom2004,Greece,2004.0,2330000000000.0
28,Athens,2004,Aquatics,Diving,synchronized diving 10m platform,"LAO, Lishi",Women,China,W,Gold,China2004,Greece,2004.0,3200000000000.0
29,Athens,2004,Aquatics,Diving,10m platform,"TIAN, Liang",Men,China,M,Bronze,China2004,Greece,2004.0,3200000000000.0
30,Athens,2004,Aquatics,Diving,10m platform,"TOURKY, Loudy",Women,Australia,W,Bronze,Australia2004,Greece,2004.0,964000000000.0
31,Athens,2004,Aquatics,Diving,3m springboard,"WU, Minxia",Women,China,W,Silver,China2004,Greece,2004.0,3200000000000.0
32,Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"WELS, Andreas",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
33,Athens,2004,Aquatics,Diving,10m platform,"HU, Jia",Men,China,M,Gold,China2004,Greece,2004.0,3200000000000.0
34,Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"WU, Minxia",Women,China,W,Gold,China2004,Greece,2004.0,3200000000000.0
35,Athens,2004,Aquatics,Diving,synchronized diving 3m springboard,"SIRANIDIS, Nikolaos",Men,Greece,M,Gold,Greece2004,Greece,2004.0,303000000000.0
36,Athens,2004,Aquatics,Swimming,200m individual medley,"COVENTRY, Kirsty",Women,Zimbabwe,W,Bronze,Zimbabwe2004,Greece,2004.0,11137736042.0
37,Athens,2004,Aquatics,Swimming,200m butterfly,"YAMAMOTO, Takashi",Men,Japan,M,Silver,Japan2004,Greece,2004.0,5580000000000.0
38,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"TRICKETT, Lisbeth",Women,Australia,W,Gold,Australia2004,Greece,2004.0,964000000000.0
39,Athens,2004,Aquatics,Swimming,4x100m medley relay,"MORITA, Tomomi",Men,Japan,M,Bronze,Japan2004,Greece,2004.0,5580000000000.0
40,Athens,2004,Aquatics,Swimming,4x100m medley relay,"HENRY, Jodie",Women,Australia,W,Gold,Australia2004,Greece,2004.0,964000000000.0
41,Athens,2004,Aquatics,Swimming,200m breaststroke,"POLESKA, Anne",Women,Germany,W,Bronze,Germany2004,Greece,2004.0,3190000000000.0
42,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"BENKO, Lindsay",Women,United States,W,Silver,United States2004,Greece,2004.0,13900000000000.0
43,Athens,2004,Aquatics,Swimming,400m freestyle,"HACKETT, Grant",Men,Australia,M,Silver,Australia2004,Greece,2004.0,964000000000.0
44,Athens,2004,Aquatics,Swimming,100m freestyle,"COUGHLIN, Natalie",Women,United States,W,Bronze,United States2004,Greece,2004.0,13900000000000.0
45,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"MATKOVICH, Antony",Men,Australia,M,Silver,Australia2004,Greece,2004.0,964000000000.0
46,Athens,2004,Aquatics,Swimming,100m freestyle,"VAN DEN HOOGENBAND, Pieter",Men,Netherlands,M,Gold,Netherlands2004,Greece,2004.0,769000000000.0
47,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"VAN DEN HOOGENBAND, Pieter",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
48,Athens,2004,Aquatics,Swimming,100m breaststroke,"LUO, Xuejuan",Women,China,W,Gold,China2004,Greece,2004.0,3200000000000.0
49,Athens,2004,Aquatics,Swimming,4x100m medley relay,"COUGHLIN, Natalie",Women,United States,W,Silver,United States2004,Greece,2004.0,13900000000000.0
50,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"PELLICIARI, Matteo",Men,Italy,M,Bronze,Italy2004,Greece,2004.0,2140000000000.0
51,Athens,2004,Aquatics,Swimming,100m butterfly,"PHELPS, Michael",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
52,Athens,2004,Aquatics,Swimming,100m butterfly,"JEDRZEJCZAK, Otylia",Women,Poland,W,Silver,Poland2004,Greece,2004.0,367000000000.0
53,Athens,2004,Aquatics,Swimming,4x100m medley relay,"WEIR, Amanda",Women,United States,W,Silver,United States2004,Greece,2004.0,13900000000000.0
54,Athens,2004,Aquatics,Swimming,200m individual medley,"PHELPS, Michael",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
55,Athens,2004,Aquatics,Swimming,100m breaststroke,"DUBOSCQ, Hugues",Men,France,M,Bronze,France2004,Greece,2004.0,2500000000000.0
56,Athens,2004,Aquatics,Swimming,200m breaststroke,"KITAJIMA, Kosuke",Men,Japan,M,Gold,Japan2004,Greece,2004.0,5580000000000.0
57,Athens,2004,Aquatics,Swimming,200m freestyle,"VAN DEN HOOGENBAND, Pieter",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
58,Athens,2004,Aquatics,Swimming,200m freestyle,"FIGUES, Solenne",Women,France,W,Bronze,France2004,Greece,2004.0,2500000000000.0
59,Athens,2004,Aquatics,Swimming,4x100m medley relay,"YAMAMOTO, Takashi",Men,Japan,M,Bronze,Japan2004,Greece,2004.0,5580000000000.0
60,Athens,2004,Aquatics,Swimming,200m backstroke,"NAKAMURA, Reiko",Women,Japan,W,Bronze,Japan2004,Greece,2004.0,5580000000000.0
61,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"WOODWARD, Gabe",Men,United States,M,Bronze,United States2004,Greece,2004.0,13900000000000.0
62,Athens,2004,Aquatics,Swimming,4x100m medley relay,"POEWE, Sarah",Women,Germany,W,Bronze,Germany2004,Greece,2004.0,3190000000000.0
63,Athens,2004,Aquatics,Swimming,100m backstroke,"COVENTRY, Kirsty",Women,Zimbabwe,W,Silver,Zimbabwe2004,Greece,2004.0,11137736042.0
64,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"FERNS, Lyndon",Men,South Africa,M,Gold,South Africa2004,Greece,2004.0,306000000000.0
65,Athens,2004,Aquatics,Swimming,200m backstroke,"ROGAN, Markus",Men,Austria,M,Silver,Austria2004,Greece,2004.0,359000000000.0
66,Athens,2004,Aquatics,Swimming,4x100m medley relay,"OKUMURA, Yoshihiro",Men,Japan,M,Bronze,Japan2004,Greece,2004.0,5580000000000.0
67,Athens,2004,Aquatics,Swimming,100m freestyle,"HENRY, Jodie",Women,Australia,W,Gold,Australia2004,Greece,2004.0,964000000000.0
68,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"VOLLMER, Dana",Women,United States,W,Gold,United States2004,Greece,2004.0,13900000000000.0
69,Athens,2004,Aquatics,Swimming,200m backstroke,"PEIRSOL, Aaron",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
70,Athens,2004,Aquatics,Swimming,200m individual medley,"BEARD, Amanda",Women,United States,W,Silver,United States2004,Greece,2004.0,13900000000000.0
71,Athens,2004,Aquatics,Swimming,4x100m medley relay,"WALKER, Neil",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
72,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"KETCHUM, Dan",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
73,Athens,2004,Aquatics,Swimming,400m individual medley,"PHELPS, Michael",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
74,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"THORPE, Ian",Men,Australia,M,Silver,Australia2004,Greece,2004.0,964000000000.0
75,Athens,2004,Aquatics,Swimming,400m freestyle,"SANDENO, Kaitlin",Women,United States,W,Bronze,United States2004,Greece,2004.0,13900000000000.0
76,Athens,2004,Aquatics,Swimming,200m freestyle,"POTEC, Camelia",Women,Romania,W,Gold,Romania2004,Greece,2004.0,140000000000.0
77,Athens,2004,Aquatics,Swimming,200m butterfly,"JEDRZEJCZAK, Otylia",Women,Poland,W,Gold,Poland2004,Greece,2004.0,367000000000.0
78,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"SPRENGER, Nicholas",Men,Australia,M,Silver,Australia2004,Greece,2004.0,964000000000.0
79,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"THOMPSON, Jenny",Women,United States,W,Silver,United States2004,Greece,2004.0,13900000000000.0
80,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"LEZAK, Jason",Men,United States,M,Bronze,United States2004,Greece,2004.0,13900000000000.0
81,Athens,2004,Aquatics,Swimming,4x100m medley relay,"MEEUW, Helge",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
82,Athens,2004,Aquatics,Swimming,4x100m medley relay,"DRIESEN, Steffen",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
83,Athens,2004,Aquatics,Swimming,4x100m medley relay,"BUSCHSCHULTE, Antje",Women,Germany,W,Bronze,Germany2004,Greece,2004.0,3190000000000.0
84,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"THOMAS, Petria",Women,Australia,W,Gold,Australia2004,Greece,2004.0,964000000000.0
85,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"WALKER, Neil",Men,United States,M,Bronze,United States2004,Greece,2004.0,13900000000000.0
86,Athens,2004,Aquatics,Swimming,50m freestyle,"METELLA, Malia",Women,France,W,Silver,France2004,Greece,2004.0,2500000000000.0
87,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"PHELPS, Michael",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
88,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"DUSING, Nate",Men,United States,M,Bronze,United States2004,Greece,2004.0,13900000000000.0
89,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"MILLS, Alice",Women,Australia,W,Gold,Australia2004,Greece,2004.0,964000000000.0
90,Athens,2004,Aquatics,Swimming,800m freestyle,"MANAUDOU, Laure",Women,France,W,Silver,France2004,Greece,2004.0,2500000000000.0
91,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"HARSTICK, Sara",Women,Germany,W,Bronze,Germany2004,Greece,2004.0,3190000000000.0
92,Athens,2004,Aquatics,Swimming,100m butterfly,"THOMAS, Petria",Women,Australia,W,Gold,Australia2004,Greece,2004.0,964000000000.0
93,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"PHELPS, Michael",Men,United States,M,Bronze,United States2004,Greece,2004.0,13900000000000.0
94,Athens,2004,Aquatics,Swimming,50m freestyle,"HALL, Gary Jr.",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
95,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"PANG, Jiaying",Women,China,W,Silver,China2004,Greece,2004.0,3200000000000.0
96,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"HACKETT, Grant",Men,Australia,M,Silver,Australia2004,Greece,2004.0,964000000000.0
97,Athens,2004,Aquatics,Swimming,100m butterfly,"CROCKER, Ian",Men,United States,M,Silver,United States2004,Greece,2004.0,13900000000000.0
98,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"GROOT, Chantal",Women,Netherlands,W,Bronze,Netherlands2004,Greece,2004.0,769000000000.0
99,Athens,2004,Aquatics,Swimming,4x100m medley relay,"KOMISARZ, Rachel",Women,United States,W,Silver,United States2004,Greece,2004.0,13900000000000.0
100,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"SCHOEMAN, Roland",Men,South Africa,M,Gold,South Africa2004,Greece,2004.0,306000000000.0
101,Athens,2004,Aquatics,Swimming,200m backstroke,"BUSCHSCHULTE, Antje",Women,Germany,W,Bronze,Germany2004,Greece,2004.0,3190000000000.0
102,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"BUSCHSCHULTE, Antje",Women,Germany,W,Bronze,Germany2004,Greece,2004.0,3190000000000.0
103,Athens,2004,Aquatics,Swimming,4x100m medley relay,"JONES, Leisel",Women,Australia,W,Gold,Australia2004,Greece,2004.0,964000000000.0
104,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"RYAN, Sarah",Women,Australia,W,Gold,Australia2004,Greece,2004.0,964000000000.0
105,Athens,2004,Aquatics,Swimming,100m backstroke,"PEIRSOL, Aaron",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
106,Athens,2004,Aquatics,Swimming,400m individual medley,"KLOCHKOVA, Yana",Women,Ukraine,W,Gold,Ukraine2004,Greece,2004.0,126000000000.0
107,Athens,2004,Aquatics,Swimming,4x100m medley relay,"PHELPS, Michael",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
108,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"GOETZ, Janina Kristin",Women,Germany,W,Bronze,Germany2004,Greece,2004.0,3190000000000.0
109,Athens,2004,Aquatics,Swimming,4x100m medley relay,"KRUPPA, Jens",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
110,Athens,2004,Aquatics,Swimming,4x100m medley relay,"GANGLOFF, Mark",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
111,Athens,2004,Aquatics,Swimming,4x100m medley relay,"JOYCE, Kara Lynn",Women,United States,W,Silver,United States2004,Greece,2004.0,13900000000000.0
112,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"KOMISARZ, Rachel",Women,United States,W,Gold,United States2004,Greece,2004.0,13900000000000.0
113,Athens,2004,Aquatics,Swimming,4x100m medley relay,"BEARD, Amanda",Women,United States,W,Silver,United States2004,Greece,2004.0,13900000000000.0
114,Athens,2004,Aquatics,Swimming,200m individual medley,"KLOCHKOVA, Yana",Women,Ukraine,W,Gold,Ukraine2004,Greece,2004.0,126000000000.0
115,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"PIPER, Carly",Women,United States,W,Gold,United States2004,Greece,2004.0,13900000000000.0
116,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"NEETHLING, Ryk",Men,South Africa,M,Gold,South Africa2004,Greece,2004.0,306000000000.0
117,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"TOWNSEND, Darian",Men,South Africa,M,Gold,South Africa2004,Greece,2004.0,306000000000.0
118,Athens,2004,Aquatics,Swimming,4x100m medley relay,"CROCKER, Ian",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
119,Athens,2004,Aquatics,Swimming,200m individual medley,"LOCHTE, Ryan",Men,United States,M,Silver,United States2004,Greece,2004.0,13900000000000.0
120,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"LOCHTE, Ryan",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
121,Athens,2004,Aquatics,Swimming,50m freestyle,"SCHOEMAN, Roland",Men,South Africa,M,Bronze,South Africa2004,Greece,2004.0,306000000000.0
122,Athens,2004,Aquatics,Swimming,4x100m medley relay,"SCHIPPER, Jess",Women,Australia,W,Gold,Australia2004,Greece,2004.0,964000000000.0
123,Athens,2004,Aquatics,Swimming,200m backstroke,"KOMAROVA, Stanislava",Women,Russia,W,Silver,Russia2004,Greece,2004.0,1200000000000.0
124,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"ZHU, Yingwen",Women,China,W,Silver,China2004,Greece,2004.0,3200000000000.0
125,Athens,2004,Aquatics,Swimming,4x100m medley relay,"VAN ALMSICK, Franziska",Women,Germany,W,Bronze,Germany2004,Greece,2004.0,3190000000000.0
126,Athens,2004,Aquatics,Swimming,4x100m medley relay,"MILLS, Alice",Women,Australia,W,Gold,Australia2004,Greece,2004.0,964000000000.0
127,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"VEENS, Mark Hermanus",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
128,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"VELDHUIS, Marleen",Women,Netherlands,W,Bronze,Netherlands2004,Greece,2004.0,769000000000.0
129,Athens,2004,Aquatics,Swimming,100m backstroke,"COUGHLIN, Natalie",Women,United States,W,Gold,United States2004,Greece,2004.0,13900000000000.0
130,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"MAGNINI, Filippo",Men,Italy,M,Bronze,Italy2004,Greece,2004.0,2140000000000.0
131,Athens,2004,Aquatics,Swimming,4x100m medley relay,"COPE, Haley",Women,United States,W,Silver,United States2004,Greece,2004.0,13900000000000.0
132,Athens,2004,Aquatics,Swimming,100m backstroke,"MANAUDOU, Laure",Women,France,W,Bronze,France2004,Greece,2004.0,2500000000000.0
133,Athens,2004,Aquatics,Swimming,400m freestyle,"THORPE, Ian",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
134,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"ZWERING, Klaas-Erik",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
135,Athens,2004,Aquatics,Swimming,200m backstroke,"COVENTRY, Kirsty",Women,Zimbabwe,W,Gold,Zimbabwe2004,Greece,2004.0,11137736042.0
136,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"DEKKER, Inge",Women,Netherlands,W,Bronze,Netherlands2004,Greece,2004.0,769000000000.0
137,Athens,2004,Aquatics,Swimming,200m butterfly,"PHELPS, Michael",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
138,Athens,2004,Aquatics,Swimming,400m individual medley,"VENDT, Erik",Men,United States,M,Silver,United States2004,Greece,2004.0,13900000000000.0
139,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"VAN ALMSICK, Franziska",Women,Germany,W,Bronze,Germany2004,Greece,2004.0,3190000000000.0
140,Athens,2004,Aquatics,Swimming,4x100m medley relay,"THOMPSON, Jenny",Women,United States,W,Silver,United States2004,Greece,2004.0,13900000000000.0
141,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"GOLDBLATT, Scott",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
142,Athens,2004,Aquatics,Swimming,100m backstroke,"MORITA, Tomomi",Men,Japan,M,Bronze,Japan2004,Greece,2004.0,5580000000000.0
143,Athens,2004,Aquatics,Swimming,200m breaststroke,"JONES, Leisel",Women,Australia,W,Silver,Australia2004,Greece,2004.0,964000000000.0
144,Athens,2004,Aquatics,Swimming,100m breaststroke,"JONES, Leisel",Women,Australia,W,Bronze,Australia2004,Greece,2004.0,964000000000.0
145,Athens,2004,Aquatics,Swimming,200m backstroke,"FLOREA, Razvan Ionut",Men,Romania,M,Bronze,Romania2004,Greece,2004.0,140000000000.0
146,Athens,2004,Aquatics,Swimming,200m freestyle,"PELLEGRINI, Federica",Women,Italy,W,Silver,Italy2004,Greece,2004.0,2140000000000.0
147,Athens,2004,Aquatics,Swimming,100m butterfly,"SERDINOV, Andriy",Men,Ukraine,M,Bronze,Ukraine2004,Greece,2004.0,126000000000.0
148,Athens,2004,Aquatics,Swimming,400m freestyle,"JEDRZEJCZAK, Otylia",Women,Poland,W,Silver,Poland2004,Greece,2004.0,367000000000.0
149,Athens,2004,Aquatics,Swimming,200m breaststroke,"GYURTA, Daniel",Men,Hungary,M,Silver,Hungary2004,Greece,2004.0,127000000000.0
150,Athens,2004,Aquatics,Swimming,100m butterfly,"DE BRUIJN, Inge",Women,Netherlands,W,Bronze,Netherlands2004,Greece,2004.0,769000000000.0
151,Athens,2004,Aquatics,Swimming,4x100m medley relay,"KITAJIMA, Kosuke",Men,Japan,M,Bronze,Japan2004,Greece,2004.0,5580000000000.0
152,Athens,2004,Aquatics,Swimming,200m butterfly,"NAKANISHI, Yuko",Women,Japan,W,Bronze,Japan2004,Greece,2004.0,5580000000000.0
153,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"BREMBILLA, Emiliano",Men,Italy,M,Bronze,Italy2004,Greece,2004.0,2140000000000.0
154,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"LI, Ji",Women,China,W,Silver,China2004,Greece,2004.0,3200000000000.0
155,Athens,2004,Aquatics,Swimming,4x100m medley relay,"HANSEN, Brendan",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
156,Athens,2004,Aquatics,Swimming,100m backstroke,"ROGAN, Markus",Men,Austria,M,Silver,Austria2004,Greece,2004.0,359000000000.0
157,Athens,2004,Aquatics,Swimming,800m freestyle,"SHIBATA, Ai",Women,Japan,W,Gold,Japan2004,Greece,2004.0,5580000000000.0
158,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"STEVENS, Craig",Men,Australia,M,Silver,Australia2004,Greece,2004.0,964000000000.0
159,Athens,2004,Aquatics,Swimming,800m freestyle,"MUNZ, Diana",Women,United States,W,Bronze,United States2004,Greece,2004.0,13900000000000.0
160,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"YANG, Yu",Women,China,W,Silver,China2004,Greece,2004.0,3200000000000.0
161,Athens,2004,Aquatics,Swimming,4x100m medley relay,"RUPPRATH, Thomas",Men,Germany,M,Silver,Germany2004,Greece,2004.0,3190000000000.0
162,Athens,2004,Aquatics,Swimming,50m freestyle,"TRICKETT, Lisbeth",Women,Australia,W,Bronze,Australia2004,Greece,2004.0,964000000000.0
163,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"KELLER, Klete",Men,United States,M,Gold,United States2004,Greece,2004.0,13900000000000.0
164,Athens,2004,Aquatics,Swimming,100m freestyle,"THORPE, Ian",Men,Australia,M,Bronze,Australia2004,Greece,2004.0,964000000000.0
165,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"COUGHLIN, Natalie",Women,United States,W,Gold,United States2004,Greece,2004.0,13900000000000.0
166,Athens,2004,Aquatics,Swimming,50m freestyle,"DRAGANJA, Duje",Men,Croatia,M,Silver,Croatia2004,Greece,2004.0,55948541912.0
167,Athens,2004,Aquatics,Swimming,400m freestyle,"MANAUDOU, Laure",Women,France,W,Gold,France2004,Greece,2004.0,2500000000000.0
168,Athens,2004,Aquatics,Swimming,400m individual medley,"BARDACH, Georgina",Women,Argentina,W,Bronze,Argentina2004,Greece,2004.0,306000000000.0
169,Athens,2004,Aquatics,Swimming,200m freestyle,"THORPE, Ian",Men,Australia,M,Gold,Australia2004,Greece,2004.0,964000000000.0
170,Athens,2004,Aquatics,Swimming,100m breaststroke,"HANSEN, Brendan",Men,United States,M,Silver,United States2004,Greece,2004.0,13900000000000.0
171,Athens,2004,Aquatics,Swimming,4x100m medley relay,"THOMAS, Petria",Women,Australia,W,Gold,Australia2004,Greece,2004.0,964000000000.0
172,Athens,2004,Aquatics,Swimming,200m breaststroke,"BEARD, Amanda",Women,United States,W,Gold,United States2004,Greece,2004.0,13900000000000.0
173,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"CAPPELLAZZO, Federico",Men,Italy,M,Bronze,Italy2004,Greece,2004.0,2140000000000.0
174,Athens,2004,Aquatics,Swimming,1500m freestyle,"JENSEN, Larsen",Men,United States,M,Silver,United States2004,Greece,2004.0,13900000000000.0
175,Athens,2004,Aquatics,Swimming,400m freestyle,"KELLER, Klete",Men,United States,M,Bronze,United States2004,Greece,2004.0,13900000000000.0
176,Athens,2004,Aquatics,Swimming,4x200m freestyle relay,"XU, Yanwei",Women,China,W,Silver,China2004,Greece,2004.0,3200000000000.0
177,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"ZASTROW, Mitja",Men,Netherlands,M,Silver,Netherlands2004,Greece,2004.0,769000000000.0
178,Athens,2004,Aquatics,Swimming,4x100m freestyle relay,"CROCKER, Ian",Men,United States,M,Bronze,United States2004,Greece,2004.0,13900000000000.0
179,Athens,2004,Aquatics,Swimming,200m breaststroke,"HANSEN, Brendan",Men,United States,M,Bronze,United States2004,Greece,2004.0,13900000000000.0
